flt,mjd,fluxcal,fluxcalerr,processing
r,61072.57932222222,1371.1965198767816,1088.342361965699,gp
r,61074.143066666664,1249.8910094856074,1036.3217899887509,gp
r,61075.70681111111,1141.9862396186245,913.1264042148961,gp
r,61077.27055555555,1061.779641992634,726.0791195797735,gp
r,61078.8343,1024.092475177232,490.41727726427104,gp
r,61080.398044444446,1044.6646467125017,246.12927084314902,gp
r,61081.96178888889,1135.838466606348,184.71136765216576,gp
r,61083.52553333333,1238.1388748274476,309.94266448339164,gp
r,61085.08927777778,1315.0732964236481,365.79263281794306,gp
r,61086.65302222222,1367.262723745188,309.0656335967563,gp
r,61088.216766666665,1394.5782363097774,248.81328405919325,gp
r,61089.78051111111,1397.3663030147313,444.06795796888076,gp
r,61091.34425555555,1379.8818660779168,730.5593415120732,gp
r,61092.907999999996,1346.682924420021,1011.8065889877147,gp
r,61094.47174444444,1301.694346542454,1262.837996541671,gp
r,61096.03548888889,1248.314405974619,1472.5573723974767,gp
r,61097.599233333334,1189.5097140778273,1634.7932977683968,gp
r,61099.16297777778,1127.900431006654,1745.9106036351684,gp
r,61100.72672222222,1065.8374569020552,1803.8436725163929,gp
r,61102.290466666665,1005.4731563161475,1807.63486935715,gp
r,61103.85421111111,948.8270470246372,1757.2356062879078,gp
r,61105.41795555555,897.8477876275596,1653.4965349170968,gp
r,61106.9817,854.4727250844226,1498.3440985714215,gp
r,61108.54544444444,820.6862122474425,1295.2082761233873,gp
r,61110.109188888884,798.5778756696054,1049.91714050908,gp
r,61111.67293333333,790.4020048970066,772.8415361958018,gp
r,61113.23667777778,798.6392458838793,486.3577042190472,gp
r,61114.80042222222,826.0618132031651,269.1114872492623,gp
r,61116.364166666666,874.3123766357998,300.4060596011516,gp
r,61117.92791111111,935.4888246074465,362.9553896504877,gp
r,61119.491655555554,997.8180969646379,317.44925695233644,gp
r,61121.0554,1049.3897865760262,258.6581640149669,gp
z,60977.3541,16146.700712583508,252.74681369825228,gp
z,60978.84604141414,17623.1565161798,228.296183188388,gp
z,60980.33798282828,18894.716763963002,303.3730728731798,gp
z,60981.82992424242,19682.56050857618,443.2167125323207,gp
z,60983.321865656566,20016.439353376667,553.9891203022642,gp
z,60984.81380707071,19981.329204090005,583.6620053137359,gp
z,60986.30574848485,19656.166117593493,538.1951201784346,gp
z,60987.79768989899,19114.979551126333,481.67179402220984,gp
z,60989.28963131313,18431.347381188825,486.70376407761574,gp
z,60990.78157272727,17681.660470238698,591.2744360650742,gp
z,60992.27351414141,16918.12166294297,801.5915632398973,gp
z,60993.76545555555,16151.025261722549,1029.3464402845732,gp
z,60995.2573969697,15385.607063657044,1222.7116338254418,gp
z,60996.74933838384,14626.358196065157,1357.125733232181,gp
z,60998.24127979798,13877.123435736605,1420.2542288548093,gp
z,60999.73322121212,13141.190321917937,1406.6622626554654,gp
z,61001.22516262626,12421.370108977404,1316.0473345274086,gp
z,61002.7171040404,11720.071518912795,1153.1000891765389,gp
z,61004.20904545454,11039.368176970893,928.9755160467043,gp
z,61005.70098686868,10381.060545898916,666.835861314898,gp
z,61007.19292828283,9746.733114219984,425.33857799663895,gp
z,61008.68486969697,9134.593546698961,352.31635468924054,gp
z,61010.17681111111,8540.026869900554,431.435244435758,gp
z,61011.66875252525,7982.215260072,463.6860864749399,gp
z,61013.16069393939,7483.884101496922,419.92604092217965,gp
z,61014.65263535353,7055.8659843185305,361.515095252366,gp
z,61016.14457676767,6651.296933506528,381.53813490257,gp
z,61017.63651818182,6263.201194004461,593.4948770568911,gp
z,61019.12845959596,5902.546879712871,888.9277944651276,gp
z,61020.6204010101,5569.986613384361,1183.2029321077484,gp
z,61022.11234242424,5266.270859028737,1443.8581470533554,gp
z,61023.60428383838,4992.283045709861,1654.5393284642214,gp
z,61025.09622525252,4749.066188324927,1805.6992313268574,gp
z,61026.58816666666,4537.85029580658,1891.721821965059,gp
z,61028.0801080808,4360.080895081526,1909.7979917307125,gp
z,61029.57204949495,4217.4490056663635,1859.4825349740881,gp
z,61031.06399090909,4111.92290953378,1742.650554459576,gp
z,61032.55593232323,4045.7820739288727,1563.8362074659894,gp
z,61034.04787373737,4021.6536013872246,1331.1676910337549,gp
z,61035.53981515151,4042.5516012015287,1058.6673927937688,gp
z,61037.03175656565,4111.919900383145,772.7127258963433,gp
z,61038.52369797979,4233.678539797955,532.6051820884414,gp
z,61040.01563939394,4408.029242799952,447.2613607711911,gp
z,61041.50758080808,4583.690292900457,461.2594704582364,gp
z,61042.99952222222,4694.480266434155,448.86651582610375,gp
z,61044.49146363636,4725.13577952559,390.9573154673687,gp
z,61045.9834050505,4668.608116438525,383.35420405968404,gp
z,61047.47534646464,4537.678622817839,411.6354962406451,gp
z,61048.96728787878,4363.498656968441,384.82345941104,gp
z,61050.45922929292,4177.1209399139625,408.69998399626087,gp
z,61051.95117070707,4001.4767709541484,641.2334384602887,gp
z,61053.44311212121,3840.102216223022,955.2381600985167,gp
z,61054.93505353535,3693.5736776245467,1270.9999575774896,gp
z,61056.42699494949,3562.4897237834375,1558.2324948095102,gp
z,61057.91893636363,3447.4863100744697,1801.412850328097,gp
z,61059.41087777777,3349.251779971164,1991.088414579586,gp
z,61060.90281919191,3268.5418243566237,2121.145200314783,gp
z,61062.394760606054,3206.194572358567,2187.678841104142,gp
z,61063.8867020202,3163.1459858748567,2188.45394799892,gp
z,61065.37864343434,3140.4457302429655,2122.6557297182235,gp
z,61066.87058484848,3139.273695400261,1990.8442773048137,gp
z,61068.36252626262,3160.9573454680067,1795.121729661082,gp
z,61069.85446767676,3206.9900799065654,1539.655101887014,gp
z,61071.346409090904,3279.0507963370474,1232.1066236897886,gp
z,61072.838350505044,3379.0248537950174,888.4536412232326,gp
z,61074.33029191919,3509.026645689628,556.4935255512609,gp
z,61075.82223333333,3669.4460631827096,430.38592908851365,gp
z,61077.31417474747,3808.605283683166,651.7844757369343,gp
z,61078.80611616161,3891.854210917154,956.3259618948939,gp
z,61080.298057575754,3926.6294354663987,1226.1361982973597,gp
z,61081.789998989894,3919.907364066421,1432.2991936164824,gp
z,61083.281940404035,3877.9054948214034,1564.5223549855443,gp
z,61084.773881818175,3806.168474700753,1618.9004975535113,gp
z,61086.26582323232,3709.6465557513475,1595.182438810305,gp
z,61087.75776464646,3592.7672683277706,1496.1457794239363,gp
z,61089.249706060604,3459.5010643679525,1327.8205536210094,gp
z,61090.741647474744,3313.4216254373496,1100.519299832645,gp
z,61092.233588888885,3157.761478419743,831.5265932059448,gp
z,61093.725530303025,2995.4635159025966,553.3342774892534,gp
z,61095.217471717166,2829.2381624211666,344.0272194549989,gp
z,61096.70941313131,2695.250809807243,293.21637692943864,gp
z,61098.201354545454,2672.0540953132586,284.6054124359835,gp
z,61099.693295959594,2732.5341890782147,326.3949917816584,gp
z,61101.185237373735,2801.0578268836107,421.5325508211255,gp
z,61102.677178787875,2845.85970447235,512.3284796698256,gp
z,61104.169120202016,2855.2204820741026,602.6873340137746,gp
z,61105.661061616156,2840.2182937583784,705.6163598398772,gp
z,61107.1530030303,2812.636649598091,877.7488692592993,gp
z,61108.644944444444,2777.8543799551844,1105.6451167481619,gp
z,61110.136885858585,2737.2153759115463,1335.755186531087,gp
z,61111.628827272725,2691.7930002271023,1534.4180575531968,gp
z,61113.120768686866,2642.464528140059,1681.6608484394937,gp
z,61114.612710101006,2589.925404158639,1765.1492446978732,gp
z,61116.10465151515,2534.701177137482,1777.2182831399593,gp
z,61117.59659292929,2477.1572451671454,1713.6081980391637,gp
z,61119.08853434343,2417.5065196639116,1573.3152923933128,gp
z,61120.580475757575,2355.815096983548,1359.9335613170822,gp
z,61122.072417171716,2292.006005641917,1087.1560929102743,gp
z,61123.564358585856,2225.8610776727874,801.3174625392128,gp
z,61125.0563,2157.0209735954413,662.8608681680871,gp
