flt,mjd,fluxcal,fluxcalerr,processing
z,60931.24298787879,10534.341345176661,1214.447433254282,gp
z,60932.48293636364,11109.65915122666,1278.5307269924872,gp
z,60933.72288484849,11663.037279151293,1316.268136576653,gp
z,60934.96283333333,12186.597298904644,1327.420181795043,gp
z,60936.20278181818,12672.19821211362,1312.197014767964,gp
z,60937.44273030303,13111.386121204683,1271.2462555023922,gp
z,60938.68267878788,13495.342430257508,1205.683106217313,gp
z,60939.92262727273,13814.830351939036,1117.166284924775,gp
z,60941.162575757575,14060.13948818167,1008.0404258588065,gp
z,60942.402524242425,14221.028244772548,881.5968973831997,gp
z,60943.642472727275,14286.663831429043,742.5796312885318,gp
z,60944.882421212125,14245.559589665138,598.2596323497988,gp
z,60946.12236969697,14085.509380248164,460.8902333408792,gp
z,60947.36231818182,13793.521835084519,352.6340461306945,gp
z,60948.60226666667,13371.445184466942,297.4489095161548,gp
z,60949.84221515152,12872.517619574759,290.2695445403636,gp
z,60951.08216363636,12356.82200764031,324.33434528467455,gp
z,60952.32211212121,11849.018945137334,369.295946057414,gp
z,60953.56206060606,11353.152544552457,394.8392194987959,gp
z,60954.80200909091,10872.982042752159,390.4393632476078,gp
z,60956.041957575755,10412.264487104607,361.1152037603567,gp
z,60957.281906060605,9974.780030787115,332.48071154292165,gp
z,60958.521854545455,9566.130040967031,353.1964936378416,gp
z,60959.761803030306,9193.063016361088,440.27197504792355,gp
z,60961.001751515156,8853.28006494183,555.9181922021767,gp
z,60962.2417,8543.336901235512,671.8940415146596,gp
z,60963.48164848485,8259.887257507908,774.0067054723138,gp
z,60964.7215969697,7999.666410907206,854.7452562852274,gp
z,60965.96154545455,7759.474959968913,909.8499236990997,gp
z,60967.20149393939,7536.162784824886,936.9573573888307,gp
z,60968.44144242424,7326.6131258592595,935.0579083373344,gp
z,60969.68139090909,7127.7267159407675,904.314494600115,gp
z,60970.92133939394,6936.40590128984,846.1134654437394,gp
z,60972.161287878786,6749.538685895133,763.3792514363095,gp
z,60973.401236363636,6563.9826339443225,661.3735985909658,gp
z,60974.641184848486,6376.548564043518,549.6092042687712,gp
z,60975.881133333336,6183.983968016131,446.24617072299515,gp
z,60977.121081818186,5982.956085974854,384.233166686352,gp
z,60978.36103030303,5771.643108161243,389.70272028388376,gp
z,60979.60097878788,5554.725228571457,426.79927918883664,gp
z,60980.84092727273,5338.500379406563,455.6889965446606,gp
z,60982.08087575758,5129.225836062098,458.01824467617956,gp
z,60983.32082424242,4933.155406505404,429.4389489694066,gp
z,60984.56077272727,4756.576546347453,375.42806732692213,gp
z,60985.80072121212,4605.8475585868655,313.333119597616,gp
z,60987.04066969697,4486.334427340818,274.9882218671485,gp
z,60988.280618181816,4390.160904391119,274.1638232147808,gp
z,60989.520566666666,4300.673691843345,321.26408245874893,gp
z,60990.760515151516,4206.652353681668,417.46277331860307,gp
z,60992.00046363637,4108.512619208719,528.9232971218223,gp
z,60993.24041212122,4008.0810029435306,633.2437159570827,gp
z,60994.48036060606,3907.1380563269704,718.9603897276303,gp
z,60995.72030909091,3807.4292627915092,779.7892681956026,gp
z,60996.96025757576,3710.6757382448013,812.2442341539472,gp
z,60998.20020606061,3618.584783560669,814.7123384881866,gp
z,60999.44015454545,3532.860335082576,787.1254106654028,gp
z,61000.6801030303,3455.2133586342825,730.9650959950064,gp
z,61001.92005151515,3387.372232261707,649.605409417742,gp
z,61003.16,3331.0931628017024,549.2623019465516,gp
z,61004.39994848485,3288.17068142863,441.3865924778055,gp
z,61005.6398969697,3260.4482635518543,348.1857368616839,gp
z,61006.87984545455,3248.257068735733,304.6311852448951,gp
z,61008.1197939394,3237.102832505392,311.31440774202247,gp
z,61009.35974242425,3216.640059330959,326.16874158584244,gp
z,61010.59969090909,3181.598716732493,326.46829695028646,gp
z,61011.83963939394,3126.606109346063,321.2347116763015,gp
z,61013.07958787879,3048.1154247297854,341.01349615169937,gp
z,61014.31953636364,2956.9064806529022,396.5391824732894,gp
z,61015.55948484848,2869.9759564092456,490.22117905199013,gp
z,61016.79943333333,2796.991442968603,616.3305944790933,gp
z,61018.039381818184,2737.4983467106576,755.9816399926456,gp
z,61019.279330303034,2690.3503588352105,895.8832051131918,gp
z,61020.51927878788,2654.4491479950702,1027.6827806043675,gp
z,61021.75922727273,2628.7385153590294,1145.887466553227,gp
z,61022.99917575758,2612.198698137865,1246.7088976934144,gp
z,61024.23912424243,2603.8407977658353,1327.4630790164408,gp
z,61025.47907272727,2602.7013093591413,1386.2477415596406,gp
z,61026.71902121212,2607.8367293870615,1421.762131182979,gp
z,61027.95896969697,2618.31821873656,1433.2069647291607,gp
z,61029.19891818182,2633.2262985030793,1420.2365115385817,gp
z,61030.43886666667,2651.645555908737,1382.9525625315332,gp
z,61031.678815151514,2672.659337728728,1321.9425680127733,gp
z,61032.918763636364,2695.344408509245,1238.3787188471692,gp
z,61034.158712121214,2718.765550661552,1134.220377346515,gp
z,61035.398660606064,2741.9700832497256,1012.6181480416109,gp
z,61036.63860909091,2763.9822759199233,878.7497239859174,gp
z,61037.87855757576,2783.7976339650813,741.6181572764642,gp
z,61039.11850606061,2800.3770299746357,617.7793404485768,gp
z,61040.35845454546,2812.6423847018777,536.359350918188,gp
z,61041.5984030303,2819.6719997383843,523.5935403415253,gp
z,61042.83835151515,2820.8837226274118,576.9107968510259,gp
z,61044.0783,2815.6843699321,686.9511778938485,gp
